block,plot,sub,bkgrd,dens,phyto,phyto.n.indiv,phyto.date.census,phyto.date.collect,phyto.unique,Nbrhood.size,bkgrd.n.indiv,bg.date.census,CRCO,ERBO,FIGA,GAMU,HYGL,SIGA,other,notes,plot.notes,sub.notes,unique
3,17,15,PLNO,L,MICA,0,04/04/2022,,,10,1,04/04/2022,3,0,0,1,0,0,1,,,,1457
3,17,16,PLNO,L,THIR-I,2,04/19/2022,,,18,2,04/19/2022,5,0,0,4,0,0,2,,,,1458
3,17,17,PLNO,L,ACAM,1,04/19/2022,,,10,1,04/19/2022,5,0,0,1,0,0,1,,,,1459
3,17,18,PLNO,L,CESO,0,04/19/2022,,,18,1,04/19/2022,15,2,0,5,1,3,2,,,,1460
3,17,19,PLNO,L,LOMU,4,04/19/2022,,,10,1,04/19/2022,5,1,0,0,0,1,1,"this is a little tricky as the plot is covered in weedy LOMU. I suspect that the 1 indiv with the latest phenology is the planted phyto. However, I'm counting the 4 in the same 10x10 as phytos",,,1461
3,17,20,PLNO,L,empty,,,,,,,,,,,,,,,,,,1462
3,17,21,PLNO,L,CLPU,1,04/19/2022,,,10,0,04/19/2022,0,0,0,5,0,0,3,other= LOMU,,,1463
3,17,22,PLNO,L,ANAR,0,04/19/2022,,,10,0,04/19/2022,5,0,0,0,0,0,3,,,,1464
3,17,23,PLNO,L,AMME,0,04/04/2022,,,18,0,04/04/2022,11,0,0,3,0,0,6,,,,1465
3,17,24,PLNO,L,BRNI,3,04/19/2022,04/25/2022,,18,2,04/19/2022,5,0,0,3,1,2,6,,,,1466
3,17,25,PLNO,L,PLER,1,03/31/2022,03/31/2022,,10,1,03/31/2022,4,1,0,0,0,0,0,,,,1467
3,18,,skip,,,,,,,,,,,,,,,,,,plot: **DO NOT USE THIS PLOT; seeded original ERBO background and accidentally seeded ANAR background in as well. Swapped this with the empty plot so we didn't have to use it.,,1468
3,19,1,ANAR,L,PLER,2,03/31/2022,03/31/2022,,10,7,03/31/2022,0,0,0,0,1,0,0,,,,1469
3,19,2,ANAR,L,empty,,,,,,,,,,,,,,,,,,1470
3,19,3,ANAR,L,LENI,2,03/23/2022,03/23/2022,,18,8,03/23/2022,0,0,0,0,0,0,0,,,,1471
3,19,4,ANAR,L,BRHO,1,04/20/2022,04/20/2022,A,10,13,04/20/2022,0,0,0,0,0,0,1,other=small fuzzy rosette individual,,,1472
3,19,4,ANAR,L,BRHO,2,04/20/2022,04/20/2022,B,,30,04/20/2022,0,0,0,1,0,0,0,,,,11699
3,19,5,ANAR,L,PLNO,0,04/20/2022,,,18,45,04/20/2022,0,0,0,1,0,0,0,,,,1473
3,19,6,ANAR,L,ERBO,-9999,,,,,,,,,,,,,,,,,1474
3,19,7,ANAR,L,GITR,3,04/15/2022,04/15/2022,,10,4,04/15/2022,0,0,0,0,0,0,0,,,,1475
3,19,8,ANAR,L,empty,,,,,,,,,,,,,,,,,,1476
3,19,9,ANAR,L,THIR-I,1,05/05/2022,,,18,31,05/05/2022,0,1,0,0,0,0,1,other=BRNI,,,1477
3,19,10,ANAR,L,ANAR,,,,,10,,,,,,,,,,,,,1478
3,19,11,ANAR,L,empty,,,,,,,,,,,,,,,,,,1479
3,19,12,ANAR,L,CESO,1,05/05/2022,,,18,19,05/05/2022,0,0,0,0,0,0,1,"found in 11, other=THIR",,,1480
3,19,13,ANAR,L,TWIL-I,1,04/12/2022,04/12/2022,,18,30,04/12/2022,0,0,0,1,0,0,1,,,,1481
3,19,14,ANAR,L,TACA,3,05/05/2022,,,10,16,05/05/2022,0,0,0,2,0,0,0,,,,1482
3,19,15,ANAR,L,BRNI,2,04/26/2022,04/26/2022,,18,30,04/26/2022,0,0,0,0,0,0,2,growing in many subs,,,1483
3,19,16,ANAR,L,ACAM,0,05/05/2022,,,10,6,05/05/2022,0,0,0,0,0,0,0,,,,1484
3,19,17,ANAR,L,MAEL,0,05/05/2022,,,18,40,05/05/2022,0,0,0,0,0,0,0,,,,1485
3,19,18,ANAR,L,LOMU,2,05/05/2022,,,10,20,05/05/2022,4,0,2,0,0,0,0,,,,1486
3,19,19,ANAR,L,empty,,,,,,,,,,,,,,,,,,1487
3,19,20,ANAR,L,CLPU,0,05/05/2022,,,10,7,05/05/2022,0,0,0,0,0,0,0,,,,1488
3,19,21,ANAR,L,AMME,1,04/04/2022,04/04/2022,,18,25,04/04/2022,11,0,0,3,1,0,1,,,,1489
3,19,22,ANAR,L,empty,,,,,,,,,,,,,,,,,,1490
3,19,23,ANAR,L,VIVI,-9999,,,,,,,,,,,,,,,,,1491
3,19,24,ANAR,L,MICA,3,04/04/2022,04/04/2022,,10,23,04/04/2022,1,0,0,0,1,0,0,,,,1492
3,19,25,ANAR,L,AVBA,0,04/29/2022,,,,52,04/29/2022,7,0,1,0,0,0,1,,,,1493
3,20,1,AVBA,H,ERBO,-9999,,,,,,,,,,,,,,,,,1494
3,20,2,AVBA,H,empty,,,,,,,,,,,,,,,,,,1495
3,20,3,AVBA,H,VIVI,-9999,,,,,,,,,,,,,,,,,1496
3,20,4,AVBA,H,empty,,,,,,,,,,,,,,,,,,1497
3,20,5,AVBA,H,PLER,1,04/25/2022,04/25/2022,,10,1,04/25/2022,4,0,0,0,0,0,0,,,,1498
3,20,6,AVBA,H,ACAM,1,04/29/2022,,,10,1,04/29/2022,0,0,0,0,0,0,2,,,,1499
3,20,7,AVBA,H,PLNO,,04/20/2022,,,18,1,04/20/2022,8,0,0,1,0,0,1,"not collected one in bud stage, other= vicia +2 small rosatte unknown",,,1500
3,20,8,AVBA,H,CLPU,0,04/29/2022,,,10,0,04/29/2022,0,0,0,0,0,0,0,,,,1501
3,20,9,AVBA,H,LENI,3,04/25/2022,04/25/2022,,18,1,04/25/2022,0,0,0,0,1,0,5,all seeds were dropped by collection,,,1502
3,20,10,AVBA,H,LOMU,1,04/29/2022,,,10,1,04/29/2022,0,0,1,0,0,0,3,"Other= small red grass. There is another LOMU at N end of sub S5. Not by a bg indiv, so not going to use.",,,1503
3,20,11,AVBA,H,TWIL-I,2,04/25/2022,04/25/2022,,18,1,04/25/2022,0,0,0,0,0,0,4,almost all seeds gone at collection.,,,1504
3,20,12,AVBA,H,empty,,,,,,,,,,,,,,,,,,1505
3,20,13,AVBA,H,empty,,,,,,,,,,,,,,,,,,1506
3,20,14,AVBA,H,ANAR,0,04/29/2022,,,10,0,04/29/2022,0,0,0,0,1,1,1,1 veg phyto in sub.,,,1507
3,20,15,AVBA,H,THIR-I,1,04/29/2022,,,18,1,04/29/2022,0,0,3,0,1,0,0,,,,1508
3,20,16,AVBA,H,AMME,1,04/25/2022,04/25/2022,,18,1,04/25/2022,0,0,0,0,2,0,2,completely senesced at collection. OLD NOTE: Skip. ,,,1509
3,20,17,AVBA,H,BRNI,3,04/26/2022,04/26/2022,,18,0,04/26/2022,0,0,1,0,2,0,0,,,,1510
3,20,18,AVBA,H,TACA,1,04/29/2022,,,10,1,04/29/2022,0,0,0,0,0,0,1,other= small THIR,,,1511
3,20,19,AVBA,H,GITR,2,04/25/2022,04/25/2022,,10,0,04/25/2022,0,0,1,0,0,0,1,,,,1512
3,20,20,AVBA,H,AVBA,,,,,,,,,,,,,,,,,,1513
3,20,21,AVBA,H,BRHO,3,04/20/2022,04/20/2022,,10,2,04/20/2022,0,0,1,0,1,0,0,HY GL = senecio,,,1514
3,20,22,AVBA,H,MICA,1,04/25/2022,04/25/2022,,10,1,04/25/2022,0,0,1,0,0,0,0,skip,,,1515
3,20,23,AVBA,H,MAEL,1,04/29/2022,,,18,0,04/29/2022,0,0,4,0,2,0,1,Other= BRNI,,,1516
3,20,24,AVBA,H,CESO,3,04/29/2022,,,18,0,04/29/2022,0,0,1,0,2,0,1,Other THIR,,,1517
3,20,25,AVBA,H,empty,,,,,,,,,,,,,,,,,,1518
3,21,1,THIR-I,H,PLER,2,03/31/2022,03/31/2022,,10,7,03/31/2022,0,0,2,0,0,0,0,,,,1519
3,21,2,THIR-I,H,TWIL-U,1,04/12/2022,04/12/2022,,18,15,04/12/2022,7,0,1,0,0,0,11,,,,1520
3,21,3,THIR-I,H,empty,,,,,,,,,,,,,,,,,,1521
3,21,4,THIR-I,H,TWIL-I,2,04/12/2022,04/12/2022,,18,9,04/12/2022,11,0,0,0,0,0,0,,,,1522
3,21,5,THIR-I,H,GITR,2,04/15/2022,04/15/2022,,10,4,04/15/2022,0,0,0,0,0,0,4,,,,1523
3,21,6,THIR-I,H,CLPU,,,,,10,,,,,,,,,,,,,1524
3,21,7,THIR-I,H,empty,,,,,,,,,,,,,,,,,,1525
3,21,8,THIR-I,H,ERBO,-9999,,,,,,,,,,,,,,,,,1526
3,21,9,THIR-I,H,MICA,3,04/04/2022,04/04/2022,,10,5,04/04/2022,10,0,0,0,0,0,1,,,,1527
3,21,10,THIR-I,H,ANAR,,,,,10,,,,,,,,,,1 veg phyto in sub.,,,1528
3,21,11,THIR-I,H,THIR-I,,,,,18,,,,,,,,,,,,,1529
3,21,12,THIR-I,H,CESO,,,,,18,,,,,,,,,,,,,1530
3,21,13,THIR-I,H,THIR-U,,,,,18,,,,,,,,,,,,"subplot: this shouldn't exist, skip",1531
3,21,14,THIR-I,H,LENI,2,03/23/2022,03/23/2022,,18,8,03/23/2022,1,0,0,0,0,0,6,,,,1532
3,21,15,THIR-I,H,LOMU,,,,,10,,,,,,,,,,,,,1533
3,21,16,THIR-I,H,empty,,,,,,,,,,,,,,,,,,1534
3,21,17,THIR-I,H,AMME,1,04/01/2022,04/13/2022,,18,22,04/01/2022,16,0,10,1,1,0,10,small with single flower,,,1535
3,21,18,THIR-I,H,PLNO,2,04/20/2022,04/20/2022,,18,22,04/20/2022,1,0,1,0,2,0,4,"HYGL = 1 senecio, other = small red grasses, one small rosette unknown",,,1536
3,21,19,THIR-I,H,ACAM,,,,,10,,,,,,,,,,,,,1537
3,21,20,THIR-I,H,BRNI,3,04/25/2022,04/25/2022,,18,18,04/25/2022,11,0,0,0,0,0,2,,,,1538
3,21,21,THIR-I,H,VIVI,-9999,,,,,,,,,,,,,,,,,1539
3,21,22,THIR-I,H,BRHO,2,04/20/2022,04/20/2022,,10,7,04/20/2022,0,0,3,0,0,0,12,other = small red grasses,,,1540
3,21,23,THIR-I,H,TACA,,,,,10,,,,,,,,,,,,,1541
3,21,24,THIR-I,H,AVBA,0,04/29/2022,,,,26,04/29/2022,0,0,2,0,1,0,1,,,,1542
3,21,25,THIR-I,H,MAEL,,,,,18,,,,,,,,,,,,,1543
3,22,1,Control,,empty,,,,,,,,,,,,,,,,,,1544
3,22,2,Control,,VIVI,-9999,,,,,,,,,,,,,,,,,1545
3,22,3,Control,,MAEL,,,,,18,,,,,,,,,,,,,1546
3,22,4,Control,,PLNO,0,04/20/2022,,,18,,04/20/2022,5,0,0,0,2,0,5,Other = 2THIR+ 3 small red grasses,,,1547
3,22,5,Control,,ERBO,-9999,,,,,,,,,,,,,,,,,1548
3,22,6,Control,,MICA,2,04/04/2022,04/04/2022,,10,,04/04/2022,1,0,0,0,0,0,5,,,,1549
3,22,7,Control,,LOMU,,,,,10,,,,,,,,,,,,,1550
3,22,8,Control,,BRHO,2,04/20/2022,04/20/2022,,10,,04/20/2022,2,0,1,0,0,0,5,other = small red grasses,,,1551
3,22,9,Control,,empty,,,,,,,,,,,,,,,,,,1552
3,22,10,Control,,BRNI,3,04/26/2022,04/26/2022,,18,,04/26/2022,1,0,0,0,0,0,3,,,,1553
3,22,11,Control,,empty,,,,,,,,,,,,,,,,,,1554
3,22,12,Control,,CESO,,,,,18,,,,,,,,,,,,,1555
3,22,13,Control,,GITR,2,04/15/2022,04/15/2022,,10,0,04/15/2022,3,0,0,0,0,0,6,,,,1556
3,22,14,Control,,CLPU,,,,,10,,,,,,,,,,,,,1557
3,22,15,Control,,TWIL-I,1,04/12/2022,04/12/2022,,18,0,04/12/2022,7,0,0,0,1,0,9,,,,1558
3,22,16,Control,,AVBA,0,04/29/2022,,,,0,04/29/2022,12,0,1,0,1,0,7,,,,1559
3,22,17,Control,,PLER,3,03/31/2022,03/31/2022,,10,,03/31/2022,3,0,1,0,0,0,0,,,,1560
3,22,18,Control,,TACA,,,,,10,,,,,,,,,,,,,1561
3,22,19,Control,,TWIL-U,1,04/12/2022,04/12/2022,,18,0,04/12/2022,10,0,0,0,0,0,13,,,,1562
3,22,20,Control,,LENI,1,03/23/2022,03/23/2022,,18,,03/23/2022,14,0,0,0,0,0,24,,,,1563
3,22,21,Control,,ACAM,,,,,10,,,,,,,,,,,,,1564
3,22,22,Control,,AMME,0,04/01/2022,,,18,,04/01/2022,12,0,0,0,0,0,23,"very small basal leaves, no flowerstalk; not AMME, changed to zero",,,1565
3,22,23,Control,,THIR-U,,,,,18,,,,,,,,,,,,,1566
3,22,24,Control,,THIR-I,,,,,18,,,,,,,,,,,,,1567
3,22,25,Control,,ANAR,,,,,10,,,,,,,,,,2 veg phytos in sub. ,,,1568
3,23,1,AMME,L,PLER,1,03/31/2022,03/31/2022,,10,0,03/31/2022,6,0,1,0,0,0,3,,,,1569
3,23,2,AMME,L,ANAR,0,04/06/2022,,,10,1,04/06/2022,1,1,0,0,0,0,1,other= Trifolium,,,1570
3,23,3,AMME,L,empty,,,,,,,,,,,,,,,Skip,,,1571
3,23,4,AMME,L,TACA,1,04/06/2022,,B,,0,04/06/2022,5,0,0,0,0,0,0,western most,,,11533
3,23,4,AMME,L,TACA,1,04/06/2022,,A,10,0,04/06/2022,10,0,0,0,0,1,0,"eastern most, in sub 5 nearly",,,1572
3,23,5,AMME,L,empty,,,,,,,,,,,,,,,Skip,,,1573
3,23,6,AMME,L,CLPU,0,04/06/2022,,,10,0,04/06/2022,7,0,0,0,0,0,17,other = the tiny grass,,,1574
3,23,7,AMME,L,MICA,2,04/04/2022,04/04/2022,,10,2,04/04/2022,3,0,0,0,1,0,3,,,,1575
3,23,8,AMME,L,AMME,1,04/06/2022,04/06/2022,,,1,04/06/2022,15,0,0,0,0,0,10,changed from empty → AMME,,,1576
3,23,9,AMME,L,empty,,,,,18,,,,,,,,,,changed from AMME→ empty,,,1577
3,23,10,AMME,L,CESO,0,04/06/2022,,,18,4,04/06/2022,3,0,0,0,0,0,1,,,,1578
3,23,11,AMME,L,AVBA,,,,,,,,,,,,,,,,,,1579
3,23,12,AMME,L,empty,,,,,,,,,,,,,,,Skip,,,1580
3,23,13,AMME,L,GITR,2,04/04/2022,04/15/2022,,10,4,04/04/2022,0,0,0,0,0,0,0,,,,1581
3,23,14,AMME,L,ACAM,2,04/04/2022,,,10,0,04/04/2022,1,0,0,0,0,0,6,,,,1582
3,23,15,AMME,L,ERBO,-9999,,,,,,,,,,,,,,,,,1583
3,23,16,AMME,L,TWIL-I,2,04/04/2022,04/12/2022,,18,1,04/04/2022,2,1,0,0,0,0,15,,,,1584
3,23,17,AMME,L,LENI,1,03/23/2022,03/23/2022,B,18,2,03/23/2022,6,0,0,0,0,0,8,,,,11520
3,23,17,AMME,L,LENI,2,03/23/2022,03/23/2022,A,18,0,03/23/2022,11,0,0,0,0,1,1,,,,1585
3,23,18,AMME,L,VIVI,-9999,,,,,,,,,,,,,,,,,1586
3,23,19,AMME,L,BRHO,1,04/04/2022,04/20/2022,B,,1,04/04/2022,1,0,0,0,0,0,2,northwest of sub plot 19,,,11560
3,23,19,AMME,L,BRHO,1,04/04/2022,04/20/2022,A,10,2,04/04/2022,6,0,0,0,0,0,2,southeast of subplot 19,,,1587
3,23,20,AMME,L,empty,,,,,,,,,,,,,,,,,,1588
3,23,21,AMME,L,PLNO,1,04/04/2022,04/20/2022,,18,1,04/04/2022,16,0,0,0,1,0,3,,,,1589
3,23,22,AMME,L,LOMU,2,04/04/2022,,,10,1,04/04/2022,4,0,0,0,0,0,1,,,,1590
3,23,23,AMME,L,BRNI,2,04/04/2022,04/26/2022,,18,3,04/04/2022,1,0,0,0,0,0,2,,,,1591
3,23,24,AMME,L,THIR-I,2,04/04/2022,,,18,2,04/04/2022,14,0,0,0,1,0,3,,,,1592
3,23,25,AMME,L,MAEL,0,04/04/2022,,,18,1,04/04/2022,3,0,0,0,0,0,6,,,,1593
3,24,1,MICA,H,empty,,,,,,,,,,,,,,,,,,1594
3,24,2,MICA,H,MAEL,0,04/06/2022,,,18,143,04/06/2022,4,0,0,0,0,0,1,,,,1595
3,24,3,MICA,H,empty,,,,,,,,,,,,,,,,,,1596
3,24,4,MICA,H,empty,,,,,,,,,,,,,,,,,,1597
3,24,5,MICA,H,PLER,2,03/31/2022,03/31/2022,,10,44,03/31/2022,0,0,0,0,0,0,1,,,,1598
3,24,6,MICA,H,CESO,3,04/06/2022,,,18,115,04/06/2022,0,0,0,0,0,0,1,,,,1599
3,24,7,MICA,H,CLPU,0,04/06/2022,,,10,55,04/06/2022,1,0,0,0,0,0,1,,,,1600
3,24,8,MICA,H,PLNO,1,04/06/2022,04/20/2022,,18,327,04/06/2022,0,0,0,0,0,0,0,,,,1601
3,24,9,MICA,H,LOMU,2,04/06/2022,,,10,69,04/06/2022,0,0,0,0,0,0,0,,,,1602
3,24,10,MICA,H,ERBO,-9999,,,,,,,,,,,,,,,,,1603
3,24,11,MICA,H,THIR-I,3,04/06/2022,,,18,104,04/06/2022,0,0,0,0,0,0,1,,,,1604
3,24,12,MICA,H,BRNI,3,04/06/2022,04/26/2022,,18,61,04/06/2022,0,0,0,0,0,0,0,,,,1605
3,24,13,MICA,H,TWIL-I,0,04/06/2022,,,18,143,04/06/2022,0,0,0,0,0,0,2,,,,1606
3,24,14,MICA,H,TACA,3,04/06/2022,,,10,35,04/06/2022,0,0,0,0,0,0,1,,,,1607
3,24,15,MICA,H,AVBA,0,04/29/2022,,,,68,04/29/2022,0,0,1,1,2,0,1,,,,1608
3,24,16,MICA,H,LENI,2,03/23/2022,03/23/2022,,18,67,03/23/2022,0,0,0,0,0,0,1,,,,1609
3,24,17,MICA,H,empty,,,,,,,,,,,,,,,,,,1610
3,24,18,MICA,H,GITR,2,04/06/2022,04/15/2022,,10,45,04/06/2022,0,0,0,0,0,0,1,,,,1611
3,24,19,MICA,H,empty,,,,,,,,,,,,,,,,,,1612
3,24,20,MICA,H,BRHO,3,04/06/2022,04/20/2022,,10,43,04/06/2022,1,0,0,0,0,0,1,other= THIR,,,1613
3,24,21,MICA,H,ACAM,1,04/06/2022,,,10,21,04/06/2022,1,0,0,0,0,0,1,,,,1614
3,24,22,MICA,H,AMME,0,04/01/2022,,,18,67,04/01/2022,2,0,0,0,0,0,2,,,,1615
3,24,23,MICA,H,VIVI,-9999,,,,,,,,,,,,,,,,,1616
3,24,24,MICA,H,MICA,1,04/06/2022,04/06/2022,,10,47,04/06/2022,0,0,0,0,0,0,0,,,,1617
3,24,25,MICA,H,ANAR,0,04/06/2022,,,10,14,04/06/2022,15,0,0,0,0,0,0,,,,1618
3,25,1,ACAM,H,THIR-I,,,,,18,,,,,,,,,,,,,1619
3,25,2,ACAM,H,MAEL,,,,,18,,,,,,,,,,,,,1620
3,25,3,ACAM,H,ERBO,-9999,,,,,,,,,,,,,,,,,1621
3,25,4,ACAM,H,TWIL-I,0,04/12/2022,,,18,2,04/12/2022,8,0,0,2,0,0,0,,,,1622
3,25,5,ACAM,H,MICA,1,04/04/2022,04/04/2022,,10,1,04/04/2022,2,0,0,4,0,0,1,,,,1623
3,25,6,ACAM,H,LENI,1,03/23/2022,03/23/2022,,18,7,03/23/2022,8,0,0,0,0,0,9,,,,1624
3,25,7,ACAM,H,CESO,,,,,18,,,,,,,,,,,,,1625
3,25,8,ACAM,H,PLNO,0,04/20/2022,,,18,6,04/20/2022,0,0,0,0,2,1,2,"HYGL = 1 senecio, other= small unknown basil rosettes",,,1626
3,25,9,ACAM,H,PLER,2,03/31/2022,03/31/2022,,10,6,03/31/2022,0,0,0,0,1,0,0,,,,1627
3,25,10,ACAM,H,BRNI,3,04/26/2022,04/26/2022,,18,6,04/26/2022,1,0,0,7,2,0,1,,,,1628
3,25,11,ACAM,H,empty,,,,,,,,,,,,,,,,,,1629
3,25,12,ACAM,H,CLPU,,,,,10,,,,,,,,,,,,,1630
3,25,13,ACAM,H,GITR,1,04/15/2022,04/15/2022,,10,1,04/15/2022,0,0,0,0,0,0,0,,,,1631
3,25,14,ACAM,H,empty,,,,,,,,,,,,,,,,,,1632
3,25,15,ACAM,H,TACA,,,,,10,,,,,,,,,,,,,1633
3,25,16,ACAM,H,LOMU,,,,,10,,,,,,,,,,,,,1634
3,25,17,ACAM,H,VIVI,-9999,,,,,,,,,,,,,,,,,1635
3,25,18,ACAM,H,BRHO,3,04/20/2022,04/20/2022,,10,4,04/20/2022,0,0,0,1,0,0,0,,,,1636
3,25,19,ACAM,H,AMME,0,04/01/2022,,,18,4,04/01/2022,14,0,0,0,0,0,1,,,,1637
3,25,20,ACAM,H,empty,,,,,,,,,,,,,,,,,,1638
3,25,21,ACAM,H,empty,,,,,,,,,,,,,,,,,,1639
3,25,22,ACAM,H,ACAM,,,,,10,,,,,,,,,,,,,1640
3,25,23,ACAM,H,ANAR,,,,,10,,,,,,,,,,,,,1641
3,25,24,ACAM,H,AVBA,0,04/29/2022,,,,6,04/29/2022,7,0,0,0,0,0,1,,,,1642
3,25,25,ACAM,H,empty,,,,,,,,,,,,,,,,,,1643
3,26,1,CLPU,H,empty,,,,,,,,,,,,,,,,,,1644
3,26,2,CLPU,H,ACAM,,,,,10,,,,,,,,,,,,,1645
3,26,3,CLPU,H,LENI,1,03/23/2022,03/23/2022,,18,10,03/23/2022,6,0,0,0,0,0,1,,,,1646
3,26,4,CLPU,H,empty,,,,,,,,,,,,,,,,,,1647
3,26,5,CLPU,H,PLNO,0,04/20/2022,,,18,23,04/20/2022,2,0,0,0,0,0,1,other= ANAR,,,1648
3,26,6,CLPU,H,VIVI,-9999,,,,,,,,,,,,,,,,,1649
3,26,7,CLPU,H,empty,,,,,,,,,,,,,,,,,,1650
3,26,8,CLPU,H,MAEL,,,,,18,,,,,,,,,,,,,1651
3,26,9,CLPU,H,GITR,0,04/15/2022,,,10,4,04/15/2022,6,0,0,0,0,0,0,,,,1652
3,26,10,CLPU,H,LOMU,,,,,10,,,,,,,,,,,,,1653
3,26,11,CLPU,H,BRHO,3,04/20/2022,04/20/2022,,10,8,04/20/2022,11,0,0,0,0,0,0,,,,1654
3,26,12,CLPU,H,PLER,3,03/31/2022,03/31/2022,,10,16,03/31/2022,1,0,0,0,0,0,0,,,,1655
3,26,13,CLPU,H,ANAR,,,,,10,,,,,,,,,,1 budding and seeding phyto in sub.,,,1656
3,26,14,CLPU,H,BRNI,3,04/26/2022,04/26/2022,,18,25,04/26/2022,48,0,0,0,0,0,0,,,,1657
3,26,15,CLPU,H,AMME,0,04/01/2022,,,18,24,04/01/2022,65,0,0,1,0,0,1,,,,1658
3,26,16,CLPU,H,CESO,,,,,18,,,,,,,,,,,,,1659
3,26,17,CLPU,H,empty,,,,,,,,,,,,,,,,,,1660
3,26,18,CLPU,H,TWIL-I,0,04/12/2022,,,18,14,04/12/2022,14,0,0,0,0,0,0,,,,1661
3,26,19,CLPU,H,MICA,2,04/04/2022,04/04/2022,,10,7,04/04/2022,6,0,0,0,0,0,2,,,,1662
3,26,20,CLPU,H,THIR-I,,,,,18,,,,,,,,,,,,,1663
3,26,21,CLPU,H,empty,,,,,,,,,,,,,,,,,,1664
3,26,22,CLPU,H,CLPU,,,,,10,,,,,,,,,,,,,1665
3,26,23,CLPU,H,ERBO,-9999,,,,,,,,,,,,,,,,,1666
3,26,24,CLPU,H,AVBA,0,04/29/2022,,,,29,04/29/2022,0,0,1,0,0,0,0,,,,1667
3,26,25,CLPU,H,TACA,,,,,10,,,,,,,,,,,,,1668
3,27,1,ERBO,L,PLER,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1669
3,27,2,ERBO,L,empty,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1670
3,27,3,ERBO,L,LENI,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1671
3,27,4,ERBO,L,BRHO,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1672
3,27,5,ERBO,L,PLNO,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1673
3,27,6,ERBO,L,ERBO,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1674
3,27,7,ERBO,L,GITR,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1675
3,27,8,ERBO,L,empty,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1676
3,27,9,ERBO,L,THIR-I,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1677
3,27,10,ERBO,L,ANAR,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1678
3,27,11,ERBO,L,empty,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1679
3,27,12,ERBO,L,CESO,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1680
3,27,13,ERBO,L,TWIL-I,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1681
3,27,14,ERBO,L,TACA,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1682
3,27,15,ERBO,L,BRNI,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1683
3,27,16,ERBO,L,ACAM,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1684
3,27,17,ERBO,L,MAEL,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1685
3,27,18,ERBO,L,LOMU,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1686
3,27,19,ERBO,L,empty,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1687
3,27,20,ERBO,L,CLPU,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1688
3,27,21,ERBO,L,AMME,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1689
3,27,22,ERBO,L,empty,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1690
3,27,23,ERBO,L,VIVI,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1691
3,27,24,ERBO,L,MICA,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1692
3,27,25,ERBO,L,AVBA,-9999,,,,,,,,,,,,,,,plot: this was originally the empty plot but changed to ERBO to correct mistake at plot 18,,1693
3,28,1,ERBO,H,CESO,-9999,,,,,,,,,,,,,,,,,1694
3,28,2,ERBO,H,ERBO,-9999,,,,,,,,,,,,,,,,,1695
3,28,3,ERBO,H,ANAR,-9999,,,,,,,,,,,,,,,,,1696
3,28,4,ERBO,H,AMME,-9999,,,,,,,,,,,,,,,,,1697
3,28,5,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,1698
3,28,6,ERBO,H,CLPU,-9999,,,,,,,,,,,,,,,,,1699
